fyear,tic,ACT,AT,C&E,COGS,SHARE,TD,IB,CL,NI,CFO,REVT
2006,ADBE,2884.469,5962.548,2280.879,87.257,587.226,0,505.809,677.347,505.809,927.239,2575.3
2007,ADBE,2572.977,5713.679,1993.854,110.165,571.409,0,723.807,852.41,723.807,1439.303,3157.881
2008,ADBE,2735.103,5821.598,2019.202,163.176,526.111,350,871.814,762.599,871.814,1280.682,3579.889
2009,ADBE,2473.624,7282.237,1904.473,171.487,522.657,1000,386.508,844.553,386.508,1117.772,2945.853
2010,ADBE,3216.05,8141.148,2468.015,270.832,501.897,1522.461,774.68,1068.088,774.68,1112.995,3800
2011,ADBE,3771.451,8991.183,2911.692,274.906,491.54,1514.308,832.847,1250.779,832.847,1543.314,4216.258
2012,ADBE,4331.36,9974.523,3538.353,299.739,494.132,1508.155,832.775,1271.752,832.775,1499.58,4403.677
2013,ADBE,4045.929,10380.298,3173.752,383.111,496.261,1513.973,289.985,1525.648,289.985,1151.686,4055.24
2014,ADBE,4602.328,10785.829,3739.491,377.604,497.484,1514.315,268.395,2494.435,268.395,1287.482,4147.065
2015,ADBE,4821.892,11726.472,3988.084,492.166,497.809,1907.231,629.551,2213.556,629.551,1469.502,4795.511
2016,ADBE,5839.774,12707.114,4761.3,588.442,494.254,1902.068,1168.782,2811.635,1168.782,2199.728,5854.43
2017,ADBE,7247.813,14535.556,5819.774,776.553,491.262,1881.421,1693.954,3527.457,1693.954,2912.853,7301.505
2000,HHS,235.873,807.105,22.928,686.502,64.686,65.37,81.886,149.964,81.886,110.925,960.773
2001,HHS,202.807,771.049,30.468,649.552,62.141,48.312,79.684,121.774,79.684,152.941,917.928
2002,HHS,198.612,736.732,25.026,649.539,90.205,16.3,90.745,121.761,90.745,141.637,908.777
2003,HHS,217.297,759.13,32.151,687.738,87.492,5,87.362,134.072,87.362,124.064,944.576
2004,HHS,250.497,828.353,38.807,755.715,84.981,10,97.568,182.192,97.568,153.317,1030.461
2005,HHS,253.704,889.663,24.561,825.568,81.488,62,114.458,175.347,114.458,145.414,1134.993
2006,HHS,279.975,969.285,38.27,874.088,75.214,205,111.792,171.236,111.792,146.371,1184.688
2007,HHS,265.68,951.926,22.847,871.468,67.936,259.125,92.64,180.108,92.64,143.215,1162.886
2008,HHS,241.203,913.566,30.161,847.47,63.413,270.625,62.741,187.735,62.741,116.701,1082.821
2009,HHS,256.599,908.151,86.598,678.307,63.575,241.641,47.715,173.203,47.715,114.022,860.143
2010,HHS,268.463,926.88,85.996,679.254,63.632,194.196,53.604,280.963,53.604,95.378,860.526
2011,HHS,275.517,932.514,86.778,687.195,62.819,180.145,44.198,205.069,44.198,60.665,850.765
2012,HHS,225.5,706.212,49.648,615.527,62.389,110.921,-73.104,140.197,-83.353,76.323,767.709
2013,HHS,239.305,685.536,88.747,443.524,62.586,98.461,24.441,140.843,13.37,59.572,559.609
2014,HHS,206.494,647.199,56.749,446.094,61.775,83.006,23.991,124.269,23.991,25.561,553.676
2015,HHS,151.706,414.621,17.613,404.163,61.267,77.649,-170.928,97.44,-170.928,30.943,495.301
2016,HHS,149.429,213.437,46.005,360.115,61.645,1.577,-89.778,104.667,-130.937,14.59,404.412
2017,HHS,103.206,130.812,8.397,339.37,62.1,0.992,-41.86,67.248,-41.86,-30.8,383.906
2007,FISV,4204,11846,309,2517,165.1,5405,408,3754,439,631,3922
2008,FISV,2145,9331,232,2739,155.9,4105,346,2047,569,1442,4739
2009,FISV,1277,8378,363,2056,153.2,3641,473,1161,476,982,4077
2010,FISV,1417,8281,563,2054,146.9,3356,506,891,496,972,4133
2011,FISV,1356,8548,337,2202,140.1,3395,491,1384,472,937,4337
2012,FISV,1412,8497,358,2254,133.4,3230,597,1105,611,865,4482
2013,FISV,1572,9513,400,2362,256.7,3848,650,1332,648,1028,4814
2014,FISV,1486,9337,294,2495,240.3,3803,754,1486,754,1306,5066
2015,FISV,1506,9340,275,2510,225.3,4293,712,1502,712,1346,5254
2016,FISV,1728,9743,300,2555,215.5,4562,930,1820,930,1431,5505
2017,FISV,1975,10289,325,2606,207.6,4900,1232,1938,1246,1502,5696
2000,CERN,288.496,616.411,90.893,240.132,34.766,102.371,105.265,102.315,105.265,53.313,404.504
2001,CERN,347.676,712.302,107.536,319.219,35.363,119.319,-42.366,158.188,-42.366,64.838,542.605
2002,CERN,447.686,779.279,142.543,453.678,35.53,148.838,48.808,165.551,48.022,36.906,751.852
2003,CERN,428.979,859.34,121.839,512.661,35.554,145.732,42.791,177.479,42.791,134.301,839.587
2004,CERN,509.473,982.265,189.784,531.411,36.637,130.712,64.648,199.244,64.648,168.304,926.356
2005,CERN,651.631,1303.629,274.287,654.577,37.754,223.008,86.251,260.09,86.251,228.865,1160.785
2006,CERN,745.987,1491.39,308.784,790.798,78.392,207.633,109.891,301.331,109.891,232.718,1378.038
2007,CERN,818.564,1689.956,344.514,838.372,80.148,191.866,127.125,288.123,127.125,274.565,1519.877
2008,CERN,858.873,1880.988,308.894,858.256,80.253,141.486,188.658,341.223,188.658,281.802,1676.028
2009,CERN,1146.335,2148.567,558.836,856.837,81.775,120.52,193.465,358.103,193.465,347.291,1671.864
2010,CERN,1146.061,2422.79,571.012,964.108,83.239,92.76,237.272,305.932,237.272,456.444,1850.222
2011,CERN,1502.313,3000.358,774.781,1179.034,169.566,126.543,306.627,438.72,306.627,546.294,2203.153
2012,CERN,1790.506,3704.468,1036.785,1488.437,172.089,196.139,397.232,580.112,397.232,708.314,2665.436
2013,CERN,1761.708,4098.364,879.381,1519.173,343.767,165.824,398.354,640.432,398.354,695.865,2910.748
2014,CERN,2348.786,4530.565,1420.866,1801.045,342.333,130.328,525.433,634.315,525.433,847.027,3402.703
2015,CERN,1827.833,5561.984,513.181,2347.908,339.959,605.15,539.362,777.866,539.362,947.526,4425.267
2016,CERN,1619.361,5629.963,356.449,505.662,329.641,563.749,636.484,845.401,636.484,1155.612,4796.473
2017,CERN,2380.227,6469.311,805.767,536.667,332.461,526.715,866.978,789.595,866.978,1307.675,5142.272
2000,PLAB,138.593,609.561,38.182,167.328,29.688,203.646,10.176,51.569,10.176,49.588,331.212
2001,PLAB,151.396,673.538,34.684,186.77,30.276,221.939,-4.026,102.664,-4.026,113.579,377.969
2002,PLAB,249.06,832.442,129.092,196.049,32.033,307.434,-4.857,107.032,-4.857,136.402,386.871
2003,PLAB,339.882,865.54,231.813,168.047,32.487,373.812,-48.162,81.373,-48.162,83.232,348.884
2004,PLAB,345.726,872.871,226.928,177.078,32.69,318.906,24.466,90.664,24.466,126.216,395.539
2005,PLAB,384.335,945.729,286.649,210.346,41.304,243.762,38.653,83.778,38.653,142.567,440.77
2006,PLAB,318.887,1045.683,199.324,222.442,41.485,257.191,29.332,191.196,29.332,116.199,454.875
2007,PLAB,246.985,1059.78,151.706,232.206,41.635,195.735,24.523,150.379,24.523,134.693,421.479
2008,PLAB,182.497,758.007,85.106,253.91,41.712,223.609,-210.765,116.078,-210.765,92.08,422.548
2009,PLAB,179.997,663.656,88.687,221.252,53.011,122.438,-41.91,90.455,-41.91,68.148,361.353
2010,PLAB,205.802,703.879,98.945,246.365,53.779,90.319,23.922,119.229,23.922,95.919,425.554
2011,PLAB,305.207,817.854,189.928,283.845,59.651,158.16,16.229,95.901,16.229,136.553,512.02
2012,PLAB,319.794,849.234,218.043,254.896,60.213,176.737,27.868,85.513,27.868,132.549,450.439
2013,PLAB,318.466,885.929,215.615,251.046,61.083,194.021,17.966,104.587,17.966,99.401,422.18
2014,PLAB,336.492,1029.183,192.929,276.522,65.93,142.186,25.996,139.117,25.996,96.361,455.527
2015,PLAB,364.114,1045.555,205.867,299.386,66.602,132.615,44.625,192.692,44.625,133.195,524.206
2016,PLAB,441.586,988.267,314.074,282.337,68.08,67.567,46.2,81.317,46.2,122.137,483.456
2017,PLAB,449.124,1020.794,308.021,272.79,68.666,61.976,13.13,81.776,13.13,96.833,450.678
2000,MXIM,931.419,1349.783,640.946,260.171,282.795,0,280.619,208.451,280.619,483.813,864.924
2001,MXIM,1699.092,2430.531,1220.352,497.948,330.235,0,334.939,325.377,334.939,809.648,1576.613
2002,MXIM,1235.664,2010.812,765.501,312.223,320.061,0,259.183,229.027,259.183,403.763,1025.104
2003,MXIM,1564.642,2367.962,1164.007,287.964,324.637,0,309.601,215.917,309.601,581.794,1153.219
2004,MXIM,1578.114,2549.462,1096.613,368.158,324.444,0,419.752,318.745,419.752,695.454,1439.263
2005,MXIM,1973.766,3004.071,1474.692,390.464,327.494,0,540.837,285.203,540.837,699.06,1671.713
2006,MXIM,2052.116,3286.537,1342.65,553.347,320.075,0,386.058,494.361,387.701,619.11,1856.945
2007,MXIM,2070.573,3606.784,1299.354,681.507,320.553,0,286.227,454.904,286.227,616.559,2009.124
2009,MXIM,1584.951,3081.775,913.403,537.058,306.019,0,10.455,268.776,10.455,445.795,1646.015
2010,MXIM,1706.613,3482.325,826.512,642.908,300.848,300,125.139,532.517,125.139,490.953,1997.603
2011,MXIM,1727.852,3527.743,1012.887,750.39,295.78,300,489.009,414.34,489.009,861.454,2472.341
2012,MXIM,1699.366,3737.946,956.386,758.783,292.732,309.088,354.918,755.389,386.727,756.722,2403.529
2013,MXIM,1939.906,3935.91,1200.046,754.698,287.62,505.588,452.309,404.893,454.912,817.935,2441.459
2014,MXIM,2086.702,4405.618,1372.425,824.76,284.441,1001.398,354.81,398.635,354.81,776.107,2453.663
2015,MXIM,2320.581,4228.384,1626.119,751.631,284.823,1001.024,206.038,383.177,206.038,693.706,2306.864
2016,MXIM,2807.048,4234.616,2230.668,711.977,283.909,990.09,227.475,609.403,227.475,721.885,2194.719
2017,MXIM,3305.594,4570.233,2744.839,694.151,282.912,1487.678,571.613,278.997,571.613,773.657,2295.615
2000,SYMC,781.901,1791.581,557.027,91.883,72.006,0,63.936,412.717,63.936,324.523,853.554
2001,SYMC,1562.819,2502.605,1375.051,155.833,143.559,600,-28.151,579.098,-28.151,511.197,1071.438
2002,SYMC,1988.146,3265.73,1705.658,160.622,148.785,599.998,248.438,894.624,248.438,583.905,1406.946
2003,SYMC,2842.134,4456.498,2410.331,209.305,311.854,599.987,370.619,1287.04,370.619,902.605,1870.129
2004,SYMC,3688.282,5614.221,3206.587,312.377,710.522,0,536.159,1701.023,536.159,1207.459,2582.849
2005,SYMC,3907.932,17913.183,2865.802,476.814,1040.885,0,156.852,3477.567,156.852,1536.896,4143.392
2006,SYMC,4071.047,17750.87,2987.653,618.364,899.417,2100,404.38,3318.089,404.38,1666.235,5199.366
2007,SYMC,3729.918,18092.094,2426.953,621.352,839.387,2100,463.85,3799.586,463.85,1818.653,5874.419
2008,SYMC,3300.139,10645.13,1991.169,623.03,816.975,2100,-6728.87,3514.367,-6728.87,1670.598,6149.854
2009,SYMC,4351,11232,3044,624,798,1871,714,3771,714,1693,5985
2010,SYMC,4486,12719,2958,673,758,2583,597,4893,597,1794,6190
2011,SYMC,4633,13020,3211,718,724,2039,1172,4505,1172,1901,6730
2012,SYMC,6315,14379,4747,823,698,3091,765,5562,765,1593,6906
2013,SYMC,5652,13539,4084,814,695,2095,898,4306,898,1281,6701
2014,SYMC,5422,13233,3891,822,684,2096,878,4453,878,1312,6508
2015,SYMC,6959,11767,6025,373,612,2207,-821,4033,2488,796,3600
2016,SYMC,5324,18174,4256,484,608,8186,-236,4622,-106,-220,4019
2017,SYMC,3493,15759,2162,612,624,5026,1127,3170,1138,950,4834
2000,CRUS,533.197,598.005,269.717,468.655,79.704,3.469,142.401,159.44,143.176,1.081,778.673
2001,CRUS,245.665,481.63,155.594,214.58,82.979,0.617,-206.079,118.68,-206.079,-28.998,417.529
2002,CRUS,176.695,257.266,123.351,107.546,83.761,0,-197.761,80.909,-199.213,-18.167,261.999
2003,CRUS,253.128,314.672,193.145,82.79,84.395,0,46.503,82.836,46.503,69.584,196.338
2004,CRUS,230.534,262.81,178.692,91.156,85.206,0,-13.388,46.72,-13.388,-17.103,194.9
2005,CRUS,272.157,319.041,224.765,79.991,86.816,0,52.426,39.968,52.426,59.816,193.694
2006,CRUS,321.037,353.06,271.715,66.908,88.163,0,27.895,34.62,27.895,35.625,182.304
2007,CRUS,242.655,298.306,187.498,70.07,75.899,0,-5.846,47.99,-5.846,31.35,181.885
2008,CRUS,155.148,209.496,116.605,69.29,65.241,0,3.475,28.24,3.475,23.067,174.642
2009,CRUS,184.855,267.61,107.348,94.37,65.653,0,38.398,41.89,38.398,25.136,220.989
2010,CRUS,319.47,496.621,202.353,159.431,68.664,0,203.503,52.054,203.503,86.94,369.571
2011,CRUS,351.587,544.462,181.874,186.43,64.394,0,87.983,72.985,87.983,83.195,426.843
2012,CRUS,444.534,651.347,171.637,401.033,63.291,0,136.598,93.079,136.598,160.824,809.786
2013,CRUS,475.333,724.744,295.267,343.292,61.956,0,108.111,82.523,108.111,228.038,714.338
2014,CRUS,451.913,1148.778,200.647,457.22,63.085,181.421,55.178,176.578,55.178,163.513,916.568
2015,CRUS,506.129,1181.883,229.375,556.351,62.63,161.141,123.63,128.124,123.63,155.282,1169.251
2016,CRUS,775.928,1413.47,450.979,717.692,64.295,60,261.209,144.075,261.209,369.751,1538.94
2017,CRUS,613.674,1430.117,262.001,690.071,61.96,0,161.995,140.209,161.995,318.711,1532.186
2000,DGII,100.467,142.922,58.936,58.576,15.126,7.411,-16.825,22.382,-16.825,27.364,132.525
2001,DGII,93.708,139.453,56.152,53.595,15.33,7.084,0.119,19.475,-1.783,10.473,130.405
2002,DGII,86.301,180.828,58.151,34.444,22.228,5.88,-12.785,23.639,-12.785,10.334,101.536
2003,DGII,83.785,132.54,57.633,31.752,20.242,0,6.592,25.991,-37.274,15.787,102.926
2004,DGII,105.268,150.465,79.167,35.394,21.813,0,8.663,23.178,8.663,19.321,111.226
2005,DGII,90.713,177.631,50.174,41.184,22.662,1.595,17.665,20.718,17.665,18.056,125.198
2006,DGII,106.625,225.321,58.881,56.963,25.038,1.106,11.113,23.284,11.113,20.436,144.663
2007,DGII,137.599,251.826,85.486,71.885,25.548,0.737,19.773,21.896,19.773,26.379,173.263
2008,DGII,133.169,271.416,73.513,77.707,25.376,0.345,12.351,20.933,12.351,24.07,185.056
2009,DGII,122.655,258.948,70.745,74.606,24.701,0.009,4.083,16.534,4.083,15.686,165.928
2010,DGII,143.702,266.965,87.577,80.206,25.082,0,8.941,21.597,8.941,16.095,182.548
2011,DGII,162.234,283.895,106.208,88.395,25.629,0,11.019,19.486,11.019,21.839,204.16
2012,DGII,173.569,293.084,118.618,82.406,25.912,0,7.615,18.192,7.615,15.127,190.558
2013,DGII,149.304,299.953,88.326,87.381,25.555,0,5.805,21.29,5.805,11.748,195.381
2014,DGII,147.681,290.459,80.388,95.071,24.39,0,1.751,21.754,1.751,1.809,192.701
2015,DGII,160.185,300.36,92.209,108.968,25.047,0,6.588,23.189,6.588,14.074,212.858
2016,DGII,195.645,336.166,134.109,98.741,26.04,0,13.478,23.808,16.708,27.089,203.005
2017,DGII,174.36,345.189,110.237,88.963,26.571,0,9.366,17.98,9.366,2.475,181.634
2000,CSCO,11110,32870,5525,6174,7138,0,2668,5196,2668,6141,18928
2001,CSCO,12835,35238,6907,10040,7324,0,-1014,8096,-1014,6392,22293
2002,CSCO,17433,37795,12656,5644,7303,0,1893,8375,1893,6587,18915
2003,CSCO,13415,37107,8485,4444,6998,0,3578,8294,3578,5240,18878
2004,CSCO,14343,35594,8669,5718,6735,0,4968,8703,4401,7121,22045
2005,CSCO,13031,33883,6969,7348,6331,0,5741,9511,5741,7568,24801
2006,CSCO,25676,43315,17814,8837,6059,6332,5580,11313,5580,7899,28484
2007,CSCO,31574,53340,22266,11580,6100,6408,7333,13358,7333,10104,34922
2008,CSCO,35699,58734,26235,12811,5893,6893,8052,13858,8052,12089,39540
2009,CSCO,44177,68128,35001,11788,5785,10295,6134,13655,6134,9897,36117
2010,CSCO,51421,81130,39861,13120,5655,15284,7767,19233,7767,10173,40040
2011,CSCO,57231,87095,44585,14966,5435,16234,6490,17506,6490,10079,43218
2012,CSCO,61933,91759,48716,16328,5298,16297,8041,17731,8041,11491,46061
2013,CSCO,65521,101191,50610,17149,5389,16201,9983,22192,9983,12894,48607
2014,CSCO,67114,105134,52074,17431,5107,20901,7853,19809,7853,12332,47142
2015,CSCO,76283,113481,60416,17373,5085,25351,8981,23623,8981,12552,49161
2016,CSCO,78719,121652,65756,16712,5029,28642,10739,24911,10739,13570,49247
2017,CSCO,83703,129818,70492,16087,4983,30472,9609,27583,9609,13876,48005
2000,XLNX,1101.879,2502.196,370.784,650.917,331.14,0,35.258,350.41,35.258,377.267,1659.358
2001,XLNX,998.753,2335.36,509.717,502.584,336.188,0,-113.607,195.84,-113.607,280.894,1015.579
2002,XLNX,1175.282,2421.676,675.595,421.351,339.005,0,125.705,313.834,125.705,345,1155.977
2003,XLNX,1301.552,2937.473,798.96,471.77,346.962,0,302.989,381.13,302.989,432.5,1397.846
2004,XLNX,1466.364,3039.196,861.558,524.363,350.161,0,312.723,298.394,312.723,275.486,1573.233
2005,XLNX,1648.248,3173.547,1022.202,603.793,342.618,0,354.149,345.024,354.149,489.423,1726.25
2006,XLNX,1700.102,3179.355,1137.915,662.645,295.902,999.597,350.672,303.369,350.672,551.568,1842.739
2007,XLNX,1820.196,3137.107,1296.435,632.789,280.519,999.851,374.047,340.666,374.047,581,1841.372
2008,XLNX,1752.468,2825.515,1324.933,613.519,275.507,690.125,375.64,233.066,375.64,442.53,1825.184
2009,XLNX,1907.066,3184.318,1386.605,621.623,273.487,354.798,357.484,357.161,357.484,554.291,1833.554
2010,XLNX,2622.786,4140.85,1926.413,769.197,264.602,890.98,641.875,368.14,641.875,724.152,2369.445
2011,XLNX,2450.309,4464.122,1917.627,730.42,263.612,906.569,530.079,342.776,530.079,826.739,2240.736
2012,XLNX,2297.639,4729.451,1714.745,680.879,263.649,922.666,487.536,386.788,487.536,656.537,2168.652
2013,XLNX,3067.147,5037.349,2457.321,687.789,268.637,1558.871,630.388,989.36,630.388,804.917,2382.531
2014,XLNX,3935.051,4898.065,3303.061,653.557,258.34,1570.892,648.216,963.206,648.216,790.78,2377.344
2015,XLNX,3918.933,4823.154,3337.699,621.079,253.687,1582.941,550.867,946.086,550.867,730.102,2213.881
2016,XLNX,3880.116,4740.532,3321.457,662.793,248.027,1451.575,622.512,897.196,622.512,934.131,2349.33
2017,XLNX,4144.486,5055.687,3447.57,709.93,253.377,1713.626,512.381,937.203,512.381,820.027,2539.004
2000,NOK,12675.678,18672.732,3927,16960.361,4692.133,206.536,3696.994,8068.047,3696.994,3294.249,28516.989
2001,NOK,13809.902,19962.273,5451.862,16675.133,4736.302,184.25,1958.22,8514.697,1958.22,5827.485,27763.109
2002,NOK,18437.873,24458.36,10240.699,18250.19,4786.761,196.069,3544.979,8819.982,3544.979,6095.979,31709.786
2003,NOK,25298.555,30132.024,15843.247,20545.705,4700.268,131.009,4524.842,10430.316,4524.842,6605.867,37411.83
2004,NOK,26409.93,30689.292,16776.289,24472.643,4486.941,25.722,4341.637,10788.432,4341.637,5909.337,39621.665
2005,NOK,22441.774,26405.292,11735.422,26013.321,4172.375,24.868,4282.067,11451.214,4282.067,4907.325,40679.638
2006,NOK,24527.944,29847.655,11266.279,36242.921,3965.73,91.059,5682.628,13409.472,5682.628,5909.617,54592.03
2007,NOK,42778.028,54905.82,17162.906,48384.12,3845.95,549.073,10521.462,27710.652,10521.462,11510.085,74559.997
2008,NOK,34059.793,55094.185,9492.758,45988.376,3697.872,1216.521,5550.897,28332.124,5550.897,4449.904,71167.847
2009,NOK,33842.152,51219.702,12716.783,39130.659,3708.262,6415.003,1276.981,21767.442,1276.981,4653.6,59093.703
2010,NOK,36018.701,51912.309,16287.698,38756.094,3709.13,5782.63,2454.765,23273.826,2454.765,6334.621,56638.726
2011,NOK,33022.772,46968.747,14143.165,35121.802,3710.189,5612.12,-1510.057,22630.101,-1510.057,1475.03,50375.456
2012,NOK,27529.731,39490.751,13066.007,28398.689,3710.985,6972.757,-4095.572,19312.216,-4095.572,-466.784,40074.892
2013,NOK,19009.508,34710.679,12361.14,10025.6,3712.427,8926.035,256.289,13021.155,-847.409,99.209,17886.52
2014,NOK,16607.412,25488.336,9337.131,8505.794,3648.143,3118.427,1407.346,8819.209,4189.366,1542.878,15571.567
2015,NOK,17183.283,22723.543,10695.03,7631.704,3939.195,2197.862,1294.393,6939.987,2677.829,550.551,13828.937
2016,NOK,21862.689,47379.535,9840.796,13767.195,5720.503,4249.29,-792.455,13300.796,-808.283,-1534.261,25266.764
2017,NOK,23880.501,49319.053,9954.216,14383.12,5579.517,4527.485,-1770.841,15320.837,-1796.087,2177.184,27917.488
2000,PRGS,229.672,278.805,158.106,52.017,35.315,0,33.651,111.992,33.651,43.066,271.347
2001,PRGS,249.445,299.38,174.516,54.98,35.621,0,17.643,114.204,17.643,31.51,261.998
2002,PRGS,244.828,290.166,177.193,57.204,33.401,0,20.587,117.203,20.587,44.412,273.123
2003,PRGS,293.73,367.77,219.131,51.093,35.239,0,27.074,145.729,27.074,57.68,309.06
2004,PRGS,278.255,446.814,191.267,52.193,36.422,2.438,32.101,171.775,32.101,72.188,362.662
2005,PRGS,361.204,561.715,266.42,55.375,40.436,2.2,46.257,177.125,46.257,80.63,405.376
2006,PRGS,360.139,670.239,241.315,59.544,41.177,1.938,29.401,214.169,29.401,67.915,447.063
2007,PRGS,464.423,761.828,339.525,67.172,42.38,1.657,42.28,228.47,42.28,104.007,493.5
2008,PRGS,246.252,752.37,118.529,68.2,39.904,1.352,46.296,241.385,46.296,87.182,518.256
2009,PRGS,357.619,798.85,224.121,61.843,40.604,1.022,32.755,226.924,32.755,62.758,496.808
2010,PRGS,483.858,936.823,322.396,68.354,44.352,0.664,48.571,237.676,48.571,96.201,530.333
2011,PRGS,407.777,865.31,261.416,78.735,61.789,0.357,58.761,231.508,58.761,126.294,533.688
2012,PRGS,526.818,884.977,355.217,32.999,59.595,0,32.604,240.154,47.444,104.115,335.205
2013,PRGS,337.811,682.187,231.44,23.297,51.513,0,39.777,164.579,74.907,4.58,333.996
2014,PRGS,385.673,703.061,283.268,21.485,50.677,0,49.458,153.303,49.458,107.694,332.533
2015,PRGS,323.409,877.123,241.279,37.518,50.58,144.375,-8.801,199.916,-8.801,104.54,377.554
2016,PRGS,336.053,754.827,249.754,41.71,48.537,135,-55.726,203.738,-55.726,102.845,405.341
2017,PRGS,263.407,718.718,183.609,41.525,47.281,121.909,37.417,208.018,37.417,105.686,397.572
2000,ZBRA,303.686,418.896,156.714,238.804,30.488,0.59,71.622,46.887,71.622,133.921,481.569
2001,ZBRA,364.338,479.556,249.349,229.657,30.784,0.487,61.529,33.828,61.529,14.076,450.008
2002,ZBRA,464.58,573.088,348.577,234.099,31.168,0.75,71.595,36.904,71.595,-13.393,475.611
2003,ZBRA,583.534,701.611,449.964,253.38,47.399,0.605,91.696,45.602,91.696,104.519,536.397
2004,ZBRA,724.638,862.222,557.993,310.209,71.82,0.171,120.643,59.576,120.643,111.256,663.054
2005,ZBRA,732.714,912.199,544.239,337.327,70.451,0,111.603,54.348,111.603,92.73,702.271
2006,ZBRA,479.69,963.142,260.944,388.67,68.83,0,69.627,74.854,70.946,88.252,759.524
2007,ZBRA,420.832,1034.278,139.146,435.387,66.37,0,110.113,122.172,110.113,158.12,868.279
2008,ZBRA,396.818,850.878,120.56,477.389,60.862,0,-38.421,124.987,-38.421,138.282,976.7
2009,ZBRA,410.937,830.479,154.732,420.417,58.319,0,47.104,104.81,47.104,105.698,803.585
